X_ijt[aceite vegetal,1,0]=+=1.0
X_ijt[aceite vegetal,1,1]=+=1.0
X_ijt[aceite vegetal,1,2]=+=2.0
X_ijt[aceite vegetal,1,3]=+=1.0
X_ijt[aceite vegetal,1,4]=+=1.0
X_ijt[aceite vegetal,1,5]=+=2.0
X_ijt[aceite vegetal,1,6]=+=1.0
X_ijt[aceite vegetal,1,7]=+=1.0
X_ijt[aceite vegetal,1,8]=+=1.0
X_ijt[aceite vegetal,1,9]=+=1.0
X_ijt[aceite vegetal,1,10]=+=1.0
X_ijt[aceite vegetal,1,11]=+=1.0
X_ijt[aceite vegetal,1,12]=+=4.0
X_ijt[aceite vegetal,1,13]=+=1.0
X_ijt[aceite vegetal,1,14]=+=1.0
X_ijt[aceite vegetal,2,0]=+=1.0
X_ijt[aceite vegetal,2,1]=+=2.0
X_ijt[aceite vegetal,2,2]=+=1.0
X_ijt[aceite vegetal,2,3]=+=1.0
X_ijt[aceite vegetal,2,4]=+=1.0
X_ijt[aceite vegetal,2,5]=+=1.0
X_ijt[aceite vegetal,2,6]=+=2.0
X_ijt[aceite vegetal,2,7]=+=1.0
X_ijt[aceite vegetal,2,8]=+=1.0
X_ijt[aceite vegetal,2,9]=+=1.0
X_ijt[aceite vegetal,2,10]=+=2.0
X_ijt[aceite vegetal,2,11]=+=1.0
X_ijt[aceite vegetal,2,12]=+=2.0
X_ijt[aceite vegetal,2,13]=+=1.0
X_ijt[aceite vegetal,2,14]=+=1.0
X_ijt[aceite vegetal,3,0]=+=2.0
X_ijt[aceite vegetal,3,1]=+=2.0
X_ijt[aceite vegetal,3,2]=+=5.0
X_ijt[aceite vegetal,3,3]=+=4.0
X_ijt[aceite vegetal,3,4]=+=2.0
X_ijt[aceite vegetal,3,5]=+=2.0
X_ijt[aceite vegetal,3,6]=+=2.0
X_ijt[aceite vegetal,3,7]=+=2.0
X_ijt[aceite vegetal,3,8]=+=3.0
X_ijt[aceite vegetal,3,9]=+=2.0
X_ijt[aceite vegetal,3,10]=+=3.0
X_ijt[aceite vegetal,3,11]=+=3.0
X_ijt[aceite vegetal,3,12]=+=3.0
X_ijt[aceite vegetal,3,13]=+=3.0
X_ijt[aceite vegetal,3,14]=+=3.0
X_ijt[aceite vegetal,4,0]=+=2.0
X_ijt[aceite vegetal,4,1]=+=2.0
X_ijt[aceite vegetal,4,2]=+=1.0
X_ijt[aceite vegetal,4,3]=+=2.0
X_ijt[aceite vegetal,4,4]=+=1.0
X_ijt[aceite vegetal,4,5]=+=2.0
X_ijt[aceite vegetal,4,6]=+=1.0
X_ijt[aceite vegetal,4,7]=+=1.0
X_ijt[aceite vegetal,4,8]=+=2.0
X_ijt[aceite vegetal,4,9]=+=1.0
X_ijt[aceite vegetal,4,10]=+=2.0
X_ijt[aceite vegetal,4,11]=+=2.0
X_ijt[aceite vegetal,4,12]=+=2.0
X_ijt[aceite vegetal,4,13]=+=2.0
X_ijt[aceite vegetal,4,14]=+=2.0
X_ijt[aceite vegetal,5,0]=+=2.0
X_ijt[aceite vegetal,5,1]=+=2.0
X_ijt[aceite vegetal,5,2]=+=3.0
X_ijt[aceite vegetal,5,3]=+=3.0
X_ijt[aceite vegetal,5,4]=+=2.0
X_ijt[aceite vegetal,5,5]=+=2.0
X_ijt[aceite vegetal,5,6]=+=3.0
X_ijt[aceite vegetal,5,7]=+=6.0
X_ijt[aceite vegetal,5,8]=+=2.0
X_ijt[aceite vegetal,5,9]=+=3.0
X_ijt[aceite vegetal,5,10]=+=3.0
X_ijt[aceite vegetal,5,11]=+=2.0
X_ijt[aceite vegetal,5,12]=+=3.0
X_ijt[aceite vegetal,5,13]=+=6.0
X_ijt[aceite vegetal,5,14]=+=6.0
X_ijt[aceite vegetal,6,0]=+=1.0
X_ijt[aceite vegetal,6,1]=+=1.0
X_ijt[aceite vegetal,6,2]=+=1.0
X_ijt[aceite vegetal,6,3]=+=1.0
X_ijt[aceite vegetal,6,4]=+=2.0
X_ijt[aceite vegetal,6,5]=+=1.0
X_ijt[aceite vegetal,6,6]=+=3.0
X_ijt[aceite vegetal,6,7]=+=3.0
X_ijt[aceite vegetal,6,8]=+=1.0
X_ijt[aceite vegetal,6,9]=+=3.0
X_ijt[aceite vegetal,6,10]=+=1.0
X_ijt[aceite vegetal,6,11]=+=1.0
X_ijt[aceite vegetal,6,12]=+=1.0
X_ijt[aceite vegetal,6,13]=+=1.0
X_ijt[aceite vegetal,6,14]=+=1.0
X_ijt[aceite vegetal,7,0]=+=2.0
X_ijt[aceite vegetal,7,1]=+=2.0
X_ijt[aceite vegetal,7,2]=+=2.0
X_ijt[aceite vegetal,7,3]=+=3.0
X_ijt[aceite vegetal,7,4]=+=2.0
X_ijt[aceite vegetal,7,5]=+=3.0
X_ijt[aceite vegetal,7,6]=+=5.0
X_ijt[aceite vegetal,7,7]=+=2.0
X_ijt[aceite vegetal,7,8]=+=2.0
X_ijt[aceite vegetal,7,9]=+=2.0
X_ijt[aceite vegetal,7,10]=+=3.0
X_ijt[aceite vegetal,7,11]=+=3.0
X_ijt[aceite vegetal,7,12]=+=3.0
X_ijt[aceite vegetal,7,13]=+=2.0
X_ijt[aceite vegetal,7,14]=+=2.0
X_ijt[aceite vegetal,8,0]=+=2.0
X_ijt[aceite vegetal,8,1]=+=2.0
X_ijt[aceite vegetal,8,2]=+=2.0
X_ijt[aceite vegetal,8,3]=+=1.0
X_ijt[aceite vegetal,8,4]=+=2.0
X_ijt[aceite vegetal,8,5]=+=2.0
X_ijt[aceite vegetal,8,6]=+=1.0
X_ijt[aceite vegetal,8,7]=+=2.0
X_ijt[aceite vegetal,8,8]=+=2.0
X_ijt[aceite vegetal,8,9]=+=2.0
X_ijt[aceite vegetal,8,10]=+=2.0
X_ijt[aceite vegetal,8,11]=+=2.0
X_ijt[aceite vegetal,8,12]=+=1.0
X_ijt[aceite vegetal,8,13]=+=2.0
X_ijt[aceite vegetal,8,14]=+=2.0
X_ijt[aceite vegetal,9,0]=+=1.0
X_ijt[aceite vegetal,9,1]=+=1.0
X_ijt[aceite vegetal,9,2]=+=1.0
X_ijt[aceite vegetal,9,3]=+=2.0
X_ijt[aceite vegetal,9,4]=+=1.0
